,input_size,channels,pool_size,stride,runtime
4961,311,374,3,1,
4962,300,468,1,1,
4963,311,494,1,2,
4964,166,444,1,1,
4965,406,328,2,1,
4966,25,481,3,1,
4967,217,256,3,2,0.63967436552
4968,154,320,2,2,
4969,363,12,2,2,0.0556766688824
4970,54,105,3,1,
4971,74,181,2,1,
4972,93,482,1,1,
4973,62,233,3,2,
4974,210,321,3,1,2.95415115356
4975,83,14,3,2,
4976,283,271,3,1,
4977,312,383,2,2,
4978,213,295,1,2,0.267836660147
4979,95,62,1,1,
4980,47,385,2,1,
4981,22,123,3,1,0.0138649987057
4982,282,308,3,1,
4983,303,439,3,2,
4984,117,42,3,1,
4985,415,20,3,1,
4986,344,280,1,1,
4987,364,300,3,2,
4988,199,162,1,1,0.504117310047
4989,74,456,2,2,
4990,22,214,1,2,
4991,281,153,2,1,
4992,368,193,3,2,
4993,398,91,2,2,
4994,140,193,1,1,
4995,411,141,1,1,
4996,15,277,2,2,
4997,7,217,3,1,0.00217066681944
4998,147,444,2,1,
4999,203,184,2,1,0.98073464632
5000,377,254,3,2,
5001,214,145,1,2,0.131451323628
5002,321,402,1,1,
5003,191,189,3,1,
5004,325,192,3,1,
5005,183,334,3,1,
5006,35,408,3,2,
5007,25,455,2,2,
5008,227,503,1,1,
5009,405,28,1,1,
5010,37,135,3,1,
5011,379,476,2,2,
5012,302,173,2,2,
5013,44,321,3,1,
5014,92,284,2,1,
5015,376,54,2,2,
5016,395,395,2,1,
5017,88,334,2,2,
5018,352,344,1,1,
5019,212,59,1,1,0.211852326989
5020,412,83,1,1,
5021,39,159,1,2,
5022,177,449,2,1,
5023,266,117,3,2,
5024,276,446,3,1,
5025,367,101,2,1,
5026,137,432,3,1,
5027,105,355,1,1,
5028,131,116,3,1,
5029,350,420,2,1,
5030,49,509,3,2,
5031,63,313,2,2,
5032,394,249,1,2,
5033,376,144,3,2,
5034,438,250,3,1,
5035,348,213,2,2,
5036,396,389,3,2,
5037,421,290,1,2,
5038,156,256,3,1,
5039,241,365,1,2,
5040,38,139,2,1,
5041,348,323,3,2,
5042,274,358,1,1,
5043,395,164,1,2,
5044,67,63,1,1,
5045,396,412,1,1,
5046,294,120,3,1,
5047,212,245,1,1,0.868537962437
5048,415,43,3,2,
5049,234,318,3,2,
5050,245,296,1,1,
5051,125,477,3,1,
5052,165,235,3,1,
5053,89,466,1,2,
5054,28,291,1,2,
5055,420,16,1,2,
5056,276,205,1,2,
5057,178,93,2,1,
5058,84,226,3,1,
5059,165,168,3,1,
5060,59,364,3,2,
5061,42,82,1,2,
5062,392,489,1,1,
5063,205,128,1,1,0.415299654007
5064,23,182,3,2,
5065,219,413,3,1,4.16932296753
5066,402,120,2,2,
5067,43,443,3,1,
5068,61,113,1,1,
5069,281,233,3,1,
5070,205,196,2,1,1.0760730505
5071,196,480,1,2,0.358148008585
5072,276,27,3,1,
5073,120,62,2,1,
5074,303,184,1,2,
5075,117,298,1,1,
5076,386,509,3,1,
5077,123,306,1,1,
5078,118,60,2,2,
5079,96,206,1,2,
5080,211,237,1,1,0.821461975574
5081,260,202,3,2,
5082,185,221,1,1,
5083,159,253,3,2,
5084,429,405,3,1,
5085,212,73,2,2,0.108250997961
5086,346,57,2,2,
5087,70,320,2,2,
5088,234,250,1,2,
5089,321,95,1,2,
5090,431,439,2,2,
5091,182,512,1,2,
5092,37,161,3,1,
5093,358,101,2,1,
5094,19,278,3,2,
5095,103,73,3,1,
5096,307,454,1,2,
5097,20,413,2,2,
5098,99,244,2,1,
5099,37,124,3,2,
5100,152,339,3,1,
5101,381,143,3,1,
5102,348,475,1,1,
5103,188,282,2,1,
5104,415,387,1,2,
5105,427,9,3,1,0.363333672285
5106,433,65,3,2,
5107,49,100,3,2,
5108,275,407,1,2,
5109,62,151,2,2,
5110,53,508,1,2,
5111,93,155,1,1,
5112,441,377,2,2,
5113,78,37,3,1,
5114,255,251,2,1,
5115,125,78,3,1,
5116,267,484,3,2,
5117,262,40,2,1,
5118,181,28,1,1,
5119,234,168,2,2,
5120,296,325,1,2,
5121,71,170,3,2,
5122,135,185,2,2,
5123,289,354,3,1,
5124,432,351,2,1,
5125,279,331,1,2,
5126,36,31,3,2,0.00205700006336
5127,439,122,1,2,
5128,420,40,3,2,
5129,390,31,1,1,
5130,83,472,1,2,
5131,4,145,3,2,0.000142333330587
5132,332,102,1,1,
5133,25,9,2,1,0.000644666666631
5134,437,248,1,1,
5135,198,46,3,1,0.385977655649
5136,59,315,3,1,
5137,182,369,2,2,
5138,186,364,3,2,
5139,90,25,1,1,
5140,345,438,1,2,
5141,53,279,2,2,
5142,181,196,1,2,
5143,444,92,2,2,
5144,75,379,2,1,
5145,51,412,1,1,
5146,71,239,3,1,
5147,55,118,2,1,
5148,388,307,1,1,
5149,345,60,3,1,
5150,297,120,3,2,
5151,169,317,2,2,
5152,396,459,2,1,
5153,236,105,1,2,
5154,373,221,2,1,
5155,93,68,2,1,
5156,218,315,2,1,1.91133439541
5157,292,412,1,2,
5158,406,263,1,2,
5159,141,431,2,1,
5160,325,415,1,1,
5161,172,356,2,2,
5162,98,5,1,1,0.0036203332711
5163,186,28,2,2,
5164,208,324,3,2,0.737448692322
5165,400,254,2,2,
5166,104,423,1,2,
5167,51,331,2,1,
5168,257,84,3,2,
5169,82,5,1,2,0.00060866662534
5170,242,377,3,2,
5171,27,221,1,2,
5172,12,196,3,1,0.00579199986532
5173,133,381,2,2,
5174,371,376,1,2,
5175,283,133,1,2,
5176,313,61,1,2,
5177,250,196,3,1,
5178,233,363,3,2,
5179,227,367,1,2,
5180,11,496,2,1,0.00781933311373
5181,232,342,1,2,
5182,178,439,2,2,
5183,218,251,2,2,0.383763313293
5184,139,313,1,1,
5185,212,328,2,2,0.485834985971
5186,160,101,1,1,
5187,30,460,1,2,
5188,356,216,1,1,
5189,187,119,2,2,
5190,123,80,2,2,
5191,388,24,3,1,
5192,385,1,3,2,0.00879966747016
5193,192,171,1,2,
5194,190,419,3,2,
5195,439,73,1,2,
5196,200,349,2,1,1.79433059692
5197,22,493,2,1,
5198,234,191,2,2,
5199,116,140,1,2,
5200,414,439,2,1,
5201,69,206,2,1,
5202,29,436,1,1,
5203,448,51,2,2,
5204,270,14,3,2,
5205,161,76,2,2,
5206,328,335,2,2,
5207,325,147,2,1,
5208,58,305,2,2,
5209,330,255,3,2,
5210,397,45,1,1,
5211,52,76,1,1,
5212,413,187,1,1,
5213,296,493,1,2,
5214,273,418,1,2,
5215,339,160,2,1,
5216,382,336,1,2,
5217,369,213,2,1,
5218,404,411,3,1,
5219,193,191,3,2,0.395058363676
5220,121,395,1,1,
5221,334,80,2,1,
5222,240,354,3,1,
5223,311,309,2,1,
5224,222,258,1,2,0.25133433938
5225,334,338,3,2,
5226,257,455,1,1,
5227,327,12,2,1,0.166079670191
5228,423,324,3,1,
5229,388,41,2,2,
5230,297,502,3,2,
5231,238,261,2,1,
5232,6,482,1,2,0.000351333321305
5233,379,368,3,2,
5234,286,182,1,1,
5235,309,283,3,1,
5236,32,77,3,1,0.018262334168
5237,281,103,3,1,
5238,66,511,3,1,
5239,212,425,1,2,0.362613677979
5240,177,123,1,1,
5241,341,209,2,1,
5242,224,22,3,2,
5243,99,426,1,1,
5244,290,484,2,2,
5245,179,419,2,1,
5246,12,144,2,2,0.000623666681349
5247,139,448,3,2,
5248,59,493,3,1,
5249,226,321,1,1,
5250,272,45,1,1,
5251,3,218,1,2,9.20000020415e-05
5252,267,301,3,1,
5253,155,475,3,2,
5254,61,115,3,1,
5255,427,178,3,2,
5256,354,40,3,2,
5257,315,51,2,1,
5258,437,71,1,2,
5259,428,482,2,2,
5260,131,502,1,2,
5261,21,391,1,1,
5262,162,245,2,1,
5263,50,234,1,2,
5264,391,102,1,2,
5265,204,495,1,1,1.59247815609
5266,241,171,3,1,
5267,335,139,3,1,
5268,233,248,1,1,
5269,419,478,3,2,
5270,344,469,1,1,
5271,299,43,3,1,
5272,375,34,2,2,
5273,383,119,3,2,
5274,431,225,2,2,
5275,334,31,3,1,
5276,333,96,3,2,
5277,147,281,2,2,
5278,291,502,3,2,
5279,65,40,3,2,
5280,99,25,2,2,
5281,26,167,2,1,
5282,429,126,2,2,
5283,60,314,2,1,
5284,171,374,1,2,
5285,321,460,3,1,
5286,264,385,3,2,
5287,359,508,2,1,
5288,16,87,2,1,0.00301833334379
5289,188,444,3,1,
5290,22,443,1,2,
5291,411,9,3,1,0.31904900074
5292,181,66,3,2,
5293,36,173,2,2,
5294,237,439,2,1,
5295,346,86,1,2,
5296,21,443,2,1,
5297,9,341,3,2,0.00241266656667
5298,275,102,3,1,
5299,162,65,1,1,
5300,265,69,2,2,
5301,142,496,2,2,
5302,56,438,2,1,
5303,57,474,3,1,
5304,256,263,1,2,
5305,76,480,3,1,
5306,406,93,1,2,
5307,428,339,1,1,
5308,178,77,3,1,
5309,248,109,1,1,
5310,447,227,1,2,
5311,390,162,1,1,
5312,414,131,1,2,
5313,416,304,3,2,
5314,80,294,2,1,
5315,106,17,1,1,
5316,63,437,1,1,
5317,72,243,2,2,
5318,206,260,1,1,0.867954313755
5319,51,133,3,1,
5320,401,23,3,2,
5321,266,45,1,1,
5322,280,167,3,2,
5323,246,37,3,2,
5324,182,130,2,2,
5325,53,452,2,1,
5326,412,110,3,2,
5327,222,19,2,2,0.0291466657072
5328,49,485,1,2,
5329,10,127,3,2,0.00067300000228
5330,296,31,2,1,
5331,222,455,2,1,2.85282301903
5332,87,260,2,2,
5333,131,302,1,1,
5334,438,115,2,2,
5335,225,351,3,1,
5336,339,283,3,2,
5337,129,331,3,1,
5338,11,120,1,2,0.000352666684194
5339,304,351,1,1,
5340,64,52,1,2,
5341,279,512,2,1,
5342,113,86,1,1,
5343,100,284,3,2,
5344,209,270,2,2,0.397559642792
5345,390,319,2,1,
5346,348,248,3,2,
5347,294,183,1,2,
5348,367,229,2,1,
5349,403,232,2,1,
5350,73,30,3,1,
5351,217,329,1,2,0.294628322124
5352,156,257,2,2,
5353,125,225,3,2,
5354,132,475,1,2,
5355,223,24,1,2,
5356,402,323,3,2,
5357,217,378,3,2,0.954102694988
5358,25,9,3,2,0.000305333320284
5359,178,154,1,1,
5360,290,110,2,2,
5361,17,480,3,1,
5362,250,199,1,1,
5363,17,382,1,2,
5364,91,436,1,1,
5365,168,332,3,1,
5366,200,453,3,2,0.964591026306
5367,361,341,1,1,
5368,163,172,1,2,
5369,100,168,1,2,
5370,163,61,3,2,
5371,227,199,3,1,
5372,368,377,3,2,
5373,227,483,1,1,
5374,382,364,2,1,
5375,398,64,1,1,
5376,89,301,3,2,
5377,417,250,2,2,
5378,262,344,3,1,
5379,287,420,2,2,
5380,30,164,3,1,
5381,433,106,2,2,
5382,34,286,3,2,
5383,427,317,2,2,
5384,60,73,2,1,
5385,311,490,2,1,
5386,263,283,3,1,
5387,47,289,2,1,
5388,218,477,2,2,0.74450802803
5389,158,47,3,1,
5390,99,480,2,2,
5391,89,17,3,2,
5392,255,383,2,1,
5393,362,165,3,2,
5394,210,440,3,1,4.05569458008
5395,352,288,1,1,
5396,430,109,3,1,
5397,167,194,1,2,
5398,150,150,3,1,
5399,57,244,3,2,
5400,59,406,1,2,
5401,218,257,1,2,0.25268265605
5402,416,107,3,1,
5403,426,288,1,1,
5404,288,256,3,2,
5405,309,196,1,2,
5406,242,293,3,1,
5407,53,41,2,2,0.00372833316214
5408,181,120,1,2,
5409,359,284,2,1,
5410,400,160,1,1,
5411,161,117,3,1,
5412,168,124,3,2,
5413,16,509,1,2,
5414,330,398,3,2,
5415,443,270,3,2,
5416,37,155,1,2,
5417,12,281,2,2,0.00136066658888
5418,412,324,2,2,
5419,394,92,2,1,
5420,151,476,3,1,
5421,52,84,3,2,
5422,54,400,1,2,
5423,163,456,3,1,
5424,70,318,3,1,
5425,85,419,1,2,
5426,397,48,3,2,
5427,34,303,3,1,
5428,318,296,1,2,
5429,15,491,3,1,
5430,317,322,3,2,
5431,3,443,2,2,0.000259666674538
5432,285,215,2,1,
5433,438,377,3,1,
5434,12,431,3,2,0.00323066674173
5435,162,334,2,1,
5436,127,436,2,2,
5437,163,432,3,2,
5438,145,434,1,2,
5439,357,299,3,1,
5440,356,310,2,1,
5441,180,92,3,2,
5442,74,398,1,2,
5443,172,255,2,2,
5444,182,285,1,2,
5445,85,281,2,2,
5446,54,249,2,2,
5447,105,483,2,1,
5448,72,331,2,1,
5449,220,5,3,2,0.0130253331736
5450,433,482,3,2,
5451,84,220,2,1,
5452,401,150,3,2,
5453,418,479,2,2,
5454,225,501,2,2,
5455,112,246,2,1,
5456,124,184,3,1,
5457,256,477,2,1,
5458,45,357,2,1,
5459,87,358,1,2,
5460,241,7,1,1,
5461,404,65,1,1,
5462,75,35,3,1,
5463,63,313,3,2,
5464,27,137,3,2,
5465,244,373,2,2,
5466,390,173,1,1,
5467,436,217,1,1,
5468,392,425,2,2,
5469,22,467,1,2,
5470,395,246,2,1,
5471,209,66,1,1,0.236798003316
5472,267,324,2,1,
5473,89,404,1,2,
5474,422,96,3,1,
5475,282,272,3,2,
5476,236,440,1,2,
5477,41,222,1,1,
5478,51,196,3,1,
5479,369,27,2,1,
5480,94,1,2,2,0.00027533332468
5481,348,319,2,2,
5482,425,360,2,2,
5483,87,368,1,2,
5484,86,45,2,1,
5485,56,265,3,1,
5486,124,256,3,2,
5487,51,409,2,2,
5488,21,450,3,1,
5489,448,340,3,1,
5490,4,451,2,1,0.000922333390918
5491,112,180,2,1,
5492,213,226,1,2,0.198766663671
5493,249,467,3,1,
5494,393,432,1,1,
5495,383,83,3,1,
5496,305,62,2,2,
5497,381,71,1,1,
5498,398,221,1,2,
5499,386,314,3,2,
5500,158,62,1,2,
5501,154,413,1,1,
5502,41,101,1,1,
5503,409,116,1,2,
5504,128,30,2,1,
5505,399,242,3,2,
5506,298,106,2,1,
5507,174,331,2,2,
5508,155,119,3,2,
5509,181,290,1,2,
5510,269,407,1,1,
5511,62,494,2,1,
5512,397,232,2,2,
5513,307,312,1,2,
5514,44,273,3,1,
5515,112,410,3,2,
5516,255,194,1,2,
5517,134,259,3,1,
5518,362,245,2,2,
5519,99,39,3,2,
5520,341,24,2,2,
5521,446,423,1,1,
5522,335,144,2,1,
5523,361,197,2,2,
5524,64,496,2,2,
5525,247,18,3,1,
5526,196,278,1,2,0.234719336033
5527,264,40,1,1,
5528,8,55,3,2,0.00027866664459
5529,398,182,2,2,
5530,14,271,1,1,0.00410066684708
5531,430,355,2,1,
5532,182,323,2,1,
5533,127,391,1,1,
5534,281,412,1,2,
5535,161,374,3,1,
5536,314,399,3,2,
5537,98,485,2,1,
5538,349,174,1,2,
5539,76,460,3,2,
5540,399,219,2,1,
5541,263,145,3,2,
5542,105,299,2,1,
5543,373,335,2,1,
5544,196,57,1,1,0.169051662087
5545,368,237,2,2,
5546,344,360,1,2,
5547,235,356,1,1,
5548,109,341,1,1,
5549,396,317,2,2,
5550,61,78,2,1,
5551,40,380,2,2,
5552,213,354,1,2,0.329885691404
5553,384,249,3,1,
5554,394,39,2,2,
5555,419,355,2,2,
5556,408,279,1,1,
5557,286,303,3,2,
5558,60,187,3,1,
5559,160,431,1,1,
5560,307,84,1,1,
5561,190,107,2,1,
5562,293,53,3,2,
5563,263,287,2,1,
5564,370,253,1,1,
5565,316,481,3,1,
5566,236,34,2,1,
5567,23,216,2,1,
5568,51,156,1,1,
5569,359,454,3,1,
5570,140,80,1,1,
5571,277,97,3,1,
5572,219,185,3,2,0.473438352346
5573,299,79,3,1,
5574,292,270,2,1,
5575,33,244,2,1,
5576,379,442,2,1,
5577,67,319,1,2,
5578,161,270,2,1,
5579,278,256,3,2,
5580,10,503,1,1,0.00572100048885
5581,290,498,3,1,
5582,355,463,2,2,
5583,145,446,3,1,
5584,278,356,2,1,
5585,202,99,1,1,0.312983006239
5586,417,449,1,1,
5587,227,362,2,2,
5588,366,150,1,1,
5589,135,394,3,2,
5590,68,182,1,1,
5591,75,25,2,2,
5592,308,234,3,1,
5593,260,478,2,2,
5594,442,488,1,2,
5595,384,275,2,1,
5596,232,427,3,2,
5597,423,332,2,2,
5598,206,104,3,2,0.241299986839
5599,408,174,3,1,
5600,368,49,2,2,
5601,247,331,3,2,
5602,135,374,2,2,
5603,166,410,2,2,
5604,134,99,2,2,
5605,45,427,3,1,
5606,386,493,3,2,
5607,152,61,2,2,
5608,443,302,2,1,
5609,164,399,1,1,
5610,386,36,3,2,
5611,115,332,3,2,
5612,112,191,1,1,
5613,240,129,3,1,
5614,85,429,2,2,
5615,138,416,3,2,
5616,239,484,3,1,
5617,154,495,1,2,
5618,346,449,3,2,
5619,86,213,2,1,
5620,379,438,1,2,
5621,165,260,1,1,
5622,412,464,3,1,
5623,63,283,2,2,
5624,256,133,3,2,
5625,102,110,2,2,
5626,6,420,2,2,0.000532666686922
5627,304,461,3,2,
5628,25,15,3,2,0.000525999988895
5629,414,108,1,2,
5630,358,127,2,2,
5631,320,255,2,1,
5632,12,148,3,1,0.00604066671804
5633,244,217,1,1,
5634,179,297,2,1,
5635,384,372,3,2,
5636,108,95,1,2,
5637,418,483,1,2,
5638,164,498,1,2,
5639,297,255,3,2,
5640,294,58,1,2,
5641,279,316,3,2,
5642,266,148,2,1,
5643,68,163,1,1,
5644,239,186,2,1,
5645,320,423,2,1,
5646,230,254,3,2,
5647,362,143,2,1,
5648,409,267,3,2,
5649,245,202,1,2,
5650,434,360,3,2,
5651,38,451,1,1,
5652,389,105,3,1,
5653,378,57,3,1,
5654,385,285,1,2,
5655,438,25,2,2,
5656,419,417,1,2,
5657,144,83,3,1,
5658,3,374,3,2,0.00034666666761
5659,145,89,3,2,
5660,312,39,3,2,
5661,386,487,2,1,
5662,32,116,1,2,
5663,226,188,2,2,
5664,46,377,3,1,
5665,268,166,1,1,
5666,161,435,3,2,
5667,118,169,1,1,
5668,209,315,3,2,0.743426024914
5669,415,80,1,1,
5670,415,334,3,1,
5671,227,60,3,2,
5672,352,458,2,1,
5673,319,125,2,2,
5674,28,117,3,1,
5675,43,112,1,2,
5676,157,32,1,2,
5677,169,318,3,2,
5678,136,222,1,2,
5679,367,498,3,1,
5680,1,5,2,2,1.53333330672e-05
5681,45,444,3,1,
5682,301,275,1,1,
5683,44,508,2,2,
5684,396,483,2,1,
5685,34,210,2,2,
5686,179,167,1,1,
5687,167,28,3,2,
5688,57,43,1,2,
5689,123,216,3,2,
5690,301,316,3,1,
5691,215,446,2,1,2.66081905365
5692,448,484,3,1,
5693,375,193,3,2,
5694,216,445,2,2,0.672818005085
5695,415,79,1,2,
5696,433,188,1,1,
5697,149,398,1,2,
5698,36,109,2,1,
5699,408,422,3,1,
5700,13,415,2,2,0.00268999976106
5701,42,332,2,1,
5702,238,446,3,2,
5703,190,163,2,2,
5704,150,70,2,2,
5705,128,271,1,2,
5706,325,187,1,2,
5707,432,413,2,1,
5708,52,512,1,2,
5709,329,382,2,1,
5710,52,411,1,1,
5711,179,17,2,1,
5712,244,435,2,1,
5713,185,453,3,1,
5714,36,387,1,1,
5715,343,323,3,2,
5716,386,270,2,2,
5717,269,368,3,2,
5718,262,114,1,2,
5719,153,400,3,1,
5720,46,65,3,2,
5721,172,437,2,1,
5722,165,100,2,2,
5723,215,34,2,1,0.196573659778
5724,324,362,3,1,
5725,323,292,2,2,
5726,88,154,1,1,
5727,125,359,2,2,
5728,128,32,1,1,
5729,313,484,3,2,
5730,12,391,2,1,0.00727099971846
5731,302,423,3,1,
5732,379,119,3,1,
5733,148,319,3,2,
5734,168,52,1,1,
5735,183,346,2,2,
5736,244,382,2,2,
5737,95,469,3,1,
5738,384,396,3,1,
5739,314,308,2,1,
5740,166,191,1,1,
5741,92,21,1,1,
5742,337,165,1,1,
5743,307,42,3,1,
5744,109,4,2,2,0.00151733343955
5745,173,408,2,1,
5746,61,193,1,1,
5747,279,386,3,2,
5748,324,320,3,1,
5749,18,161,2,1,
5750,55,262,2,2,
5751,108,359,3,1,
5752,272,392,1,1,
5753,250,320,3,2,
5754,80,209,3,2,
5755,92,101,3,1,
5756,55,31,1,1,0.00759200006723
5757,34,373,2,2,
5758,318,139,3,1,
5759,404,304,3,2,
5760,214,42,1,2,0.0379516668618
5761,176,192,1,2,
5762,294,477,1,1,
5763,405,203,3,2,
5764,77,390,2,2,
5765,3,252,2,2,0.000148333332618
5766,51,164,1,1,
5767,60,100,1,1,
5768,68,328,3,2,
5769,221,359,2,1,2.23854804039
5770,80,302,3,2,
5771,398,154,3,2,
5772,138,343,1,2,
5773,391,103,3,1,
5774,227,47,1,2,
5775,15,9,3,2,0.000130666667246
5776,44,76,3,2,
5777,259,49,3,1,
5778,430,198,2,1,
5779,21,109,1,1,0.00365866650827
5780,128,106,3,2,
5781,10,35,3,1,0.0010159999365
5782,161,491,1,1,
5783,290,36,1,1,
5784,331,5,2,1,0.0681493282318
5785,369,264,3,2,
5786,446,234,1,2,
5787,192,426,2,2,
5788,419,238,2,1,
5789,315,129,2,1,
5790,64,51,2,2,
5791,283,169,3,2,
5792,222,91,1,1,0.357866019011
5793,93,305,2,2,
5794,212,404,2,1,2.35280680656
5795,244,389,2,1,
5796,323,176,2,1,
5797,312,246,1,1,
5798,298,418,2,2,
5799,271,24,1,1,
5800,213,284,3,1,2.74074673653
5801,274,504,2,2,
5802,304,325,3,2,
5803,47,39,2,1,0.011083333753
5804,246,461,2,1,
5805,40,431,3,2,
5806,159,343,3,1,
5807,248,426,1,2,
5808,290,181,3,1,
5809,342,304,2,2,
5810,318,482,3,1,
5811,136,395,3,1,
5812,170,278,3,1,
5813,266,62,2,2,
5814,372,47,2,2,
5815,318,175,3,2,
5816,360,206,3,1,
5817,248,397,2,2,
5818,259,281,3,2,
5819,446,93,3,1,
5820,430,343,2,1,
5821,158,243,3,1,
5822,184,118,2,1,
5823,318,489,1,1,
5824,310,466,2,2,
5825,342,49,2,1,
5826,138,222,3,1,
5827,37,38,3,2,0.0029803335201
5828,287,47,1,2,
5829,191,335,1,1,
5830,367,413,1,1,
5831,375,377,3,2,
5832,199,250,2,1,1.28911495209
5833,70,183,3,2,
5834,406,386,2,2,
5835,100,80,3,1,
5836,306,428,3,1,
5837,263,313,2,2,
5838,303,511,2,2,
5839,317,418,1,2,
5840,337,471,2,1,
5841,163,61,1,1,
5842,322,146,2,2,
5843,99,106,2,1,
5844,279,425,1,2,
5845,440,206,1,1,
5846,23,51,1,1,0.00182333344128
5847,108,166,1,2,
5848,13,497,1,1,0.00951599981636
5849,329,2,2,2,0.00693333288655
5850,42,208,2,1,
5851,229,274,2,1,
5852,195,456,2,2,0.575037658215
5853,34,218,3,2,
5854,76,462,1,2,
5855,445,375,2,1,
5856,41,230,2,1,
5857,228,43,2,1,
5858,155,471,2,2,
5859,54,277,3,1,
5860,167,197,2,2,
5861,239,46,3,2,
5862,217,90,1,1,0.333844661713
5863,369,223,3,1,
5864,239,268,2,1,
5865,357,396,2,1,
5866,306,443,1,2,
5867,210,94,2,1,0.5313180089
5868,105,184,1,1,
5869,412,212,2,2,
5870,300,438,2,1,
5871,145,227,1,1,
5872,125,381,2,2,
5873,327,90,2,2,
5874,331,296,2,2,
5875,135,216,3,2,
5876,307,127,2,1,
5877,73,454,2,2,
5878,32,139,3,2,
5879,337,91,2,1,
5880,193,94,3,1,0.743852615356
5881,384,170,3,2,
5882,421,501,3,1,
5883,145,429,1,2,
5884,59,469,3,2,
5885,187,104,1,2,
5886,358,142,1,2,
5887,43,373,1,1,
5888,365,26,2,1,
5889,315,21,2,2,
5890,69,247,1,2,
5891,207,160,1,2,0.150028660893
5892,20,254,1,2,
5893,188,119,3,1,
5894,128,448,1,1,
5895,274,42,1,1,
5896,182,205,2,2,
5897,297,341,2,1,
5898,253,306,1,2,
5899,394,367,3,1,
5900,158,194,2,1,
5901,146,353,2,2,
5902,178,494,3,1,
5903,102,266,2,2,
5904,265,178,3,2,
5905,253,362,1,1,
5906,392,493,1,1,
5907,16,44,2,2,0.000383666687412
5908,446,20,2,2,
5909,351,376,3,2,
5910,382,188,1,2,
5911,277,101,1,2,
5912,105,132,3,2,
5913,311,285,2,2,
5914,142,7,1,1,
5915,397,288,1,2,
5916,420,462,3,1,
5917,50,480,3,1,
5918,135,275,1,1,
5919,446,310,2,2,
5920,133,329,1,2,
5921,367,48,3,1,
5922,245,336,2,2,
5923,254,248,2,2,
5924,59,190,1,1,
5925,209,427,2,1,2.41903853416
5926,61,471,3,1,
5927,125,149,3,2,
5928,29,132,2,2,
5929,327,382,1,2,
5930,70,390,2,2,
5931,193,464,3,2,0.949194014072
5932,254,150,1,2,
5933,325,414,2,2,
5934,227,176,3,2,
5935,363,161,3,1,
5936,9,476,2,1,0.00476099969819
5937,150,362,1,2,
5938,408,76,3,2,
5939,321,348,3,2,
5940,150,405,2,1,
5941,112,224,1,1,
5942,255,378,1,2,
5943,298,424,3,2,
5944,366,84,1,1,
5945,128,236,1,1,
5946,80,254,2,2,
5947,249,283,2,1,
5948,271,73,2,2,
5949,414,332,3,2,
5950,123,87,1,1,
5951,261,396,3,1,
5952,393,188,3,2,
5953,277,74,1,1,
5954,50,483,1,2,
5955,138,203,1,2,
5956,243,272,2,1,
5957,257,445,3,2,
5958,268,182,2,2,
5959,442,293,2,2,
5960,115,120,3,2,
5961,7,35,2,1,0.000224666669965
5962,40,404,3,1,
5963,363,442,3,2,
5964,302,512,2,2,
5965,296,354,3,2,
5966,4,493,2,2,0.000282333348878
5967,13,22,2,1,0.000483333365992
5968,429,255,3,2,
5969,361,306,2,2,
5970,159,114,1,1,
5971,71,133,3,2,
5972,69,352,3,1,
5973,151,353,2,1,
5974,225,86,2,2,
5975,93,277,3,1,
5976,149,16,3,2,
5977,190,67,1,1,
5978,421,446,3,1,
5979,169,79,1,1,
5980,247,30,2,1,
5981,157,371,2,1,
5982,193,346,2,1,1.70367729664
5983,134,328,2,2,
5984,388,197,1,2,
5985,136,313,2,1,
5986,38,85,1,2,
5987,384,24,3,1,
5988,432,334,3,2,
5989,368,271,2,1,
5990,282,327,3,1,
5991,38,287,3,2,
5992,356,466,1,2,
5993,408,304,2,1,
5994,230,348,1,1,
5995,293,305,2,2,
5996,432,432,1,2,
5997,273,136,3,1,
5998,161,183,1,2,
5999,361,346,3,1,
6000,61,285,3,1,
6001,5,5,1,2,1.79999988177e-05
6002,410,5,2,2,0.0294869989157
6003,359,33,3,2,
6004,204,59,2,2,0.0828673318028
6005,363,102,1,1,
6006,424,103,2,1,
6007,60,442,1,1,
6008,250,367,1,2,
6009,138,475,2,1,
6010,168,311,2,2,
6011,346,437,2,2,
6012,136,307,3,2,
6013,326,144,1,1,
6014,448,52,1,2,
6015,91,412,3,2,
6016,30,97,1,2,
6017,133,193,3,1,
6018,184,43,3,2,
6019,334,109,2,2,
6020,247,15,1,2,
6021,253,267,3,1,
6022,210,506,1,2,0.444147318602
6023,386,54,1,2,
6024,51,326,1,2,
6025,184,62,2,1,
6026,174,433,3,2,
6027,264,478,3,2,
6028,390,490,2,2,
6029,230,73,2,2,
6030,448,484,1,2,
6031,203,335,3,1,2.93575882912
6032,305,18,3,2,
6033,448,404,3,1,
6034,67,280,2,1,
6035,390,151,1,1,
6036,162,101,2,1,
6037,395,55,2,1,
6038,134,176,1,1,
6039,4,25,2,2,3.66666645277e-05
6040,439,186,3,1,
6041,352,98,3,2,
6042,266,134,2,2,
6043,422,55,2,2,
6044,145,504,3,2,
6045,355,386,1,2,
6046,238,418,1,2,
6047,381,499,2,2,
6048,211,87,2,1,0.501365363598
6049,317,151,2,1,
6050,320,40,3,2,
6051,303,237,1,2,
6052,129,400,2,1,
6053,96,214,1,1,
6054,28,494,1,1,
6055,326,471,3,2,
6056,347,149,3,2,
6057,183,246,2,2,
