,input_size,channels,pool_size,stride,runtime
8661,289,357,3,1,
8662,425,310,2,2,
8663,223,388,3,2,
8664,86,319,1,1,
8665,428,507,1,1,
8666,253,188,1,1,
8667,333,37,2,2,
8668,380,365,3,1,
8669,284,453,2,1,
8670,212,124,2,1,0.724041998386
8671,318,23,2,1,
8672,253,335,3,2,
8673,168,277,3,2,
8674,21,381,1,1,
8675,188,55,2,2,
8676,429,161,2,1,
8677,60,483,3,2,
8678,367,486,1,2,
8679,379,470,2,2,
8680,298,475,2,2,
8681,187,238,1,1,
8682,215,406,3,1,3.9619281292
8683,178,372,3,1,
8684,386,469,1,1,
8685,76,127,3,2,
8686,352,75,3,1,
8687,226,431,1,2,
8688,436,35,1,2,
8689,393,338,2,1,
8690,381,204,1,2,
8691,262,415,3,2,
8692,284,265,2,1,
8693,229,157,1,2,
8694,127,79,2,1,
8695,113,153,3,2,
8696,49,506,2,2,
8697,154,395,3,2,
8698,133,410,3,1,
8699,121,17,1,1,
8700,79,210,3,1,
8701,345,152,3,2,
8702,219,133,3,1,1.34921324253
8703,302,107,3,1,
8704,36,41,2,1,0.00646066665649
8705,11,396,1,1,0.0041003334336
8706,152,122,2,1,
8707,95,490,2,1,
8708,21,202,1,2,
8709,346,504,2,2,
8710,147,324,3,1,
8711,367,424,3,1,
8712,277,229,3,1,
8713,51,424,2,2,
8714,182,334,1,1,
8715,67,456,2,2,
8716,405,244,2,2,
8717,35,57,3,2,0.00361966644414
8718,58,367,1,2,
8719,25,475,3,1,
8720,368,17,2,1,
8721,346,107,3,2,
8722,225,475,1,1,
8723,120,102,2,2,
8724,265,499,3,1,
8725,350,341,1,1,
8726,248,351,2,1,
8727,310,10,2,2,
8728,245,262,2,2,
8729,196,378,2,2,0.490544319153
8730,51,406,2,2,
8731,36,493,2,2,
8732,292,233,1,2,
8733,109,198,1,1,
8734,227,142,2,2,
8735,36,418,2,2,
8736,276,72,3,1,
8737,330,79,2,1,
8738,284,276,1,2,
8739,203,408,3,1,3.57027983665
8740,448,54,1,2,
8741,419,41,1,1,
8742,160,30,2,2,
8743,293,342,1,2,
8744,60,84,2,1,
8745,338,229,1,2,
8746,315,89,2,2,
8747,417,207,3,2,
8748,409,86,3,1,
8749,318,387,1,2,
8750,169,441,3,1,
8751,248,481,1,2,
8752,322,91,1,1,
8753,439,104,1,2,
8754,79,489,1,2,
8755,306,500,1,2,
8756,96,273,2,1,
8757,132,227,2,1,
8758,277,255,1,2,
8759,343,50,2,2,
8760,222,232,3,2,0.600670337677
8761,222,137,3,1,1.42839372158
8762,109,63,2,2,
8763,441,212,3,1,
8764,249,22,2,2,
8765,6,293,3,2,0.000804666662589
8766,42,168,3,2,
8767,314,233,1,2,
8768,349,407,2,2,
8769,325,67,3,2,
8770,278,70,2,2,
8771,232,436,1,2,
8772,258,279,1,2,
8773,221,343,2,1,2.13805937767
8774,243,457,2,1,
8775,188,92,3,1,
8776,365,124,3,2,
8777,398,339,3,1,
8778,155,308,2,2,
8779,421,487,2,2,
8780,415,380,2,1,
8781,50,58,3,2,
8782,93,181,3,2,
8783,249,386,3,1,
8784,43,436,2,2,
8785,113,182,2,2,
8786,336,163,3,2,
8787,431,323,2,1,
8788,360,165,1,2,
8789,204,315,1,2,0.260590642691
8790,277,409,1,1,
8791,26,322,3,2,
8792,327,476,1,1,
8793,207,219,2,1,1.21254456043
8794,95,464,3,2,
8795,27,95,1,1,0.005558332894
8796,160,348,1,2,
8797,262,472,2,1,
8798,236,448,2,1,
8799,231,184,1,2,
8800,426,293,3,1,
8801,345,235,3,1,
8802,29,18,1,2,0.000304999994114
8803,362,122,3,1,
8804,108,25,2,2,
8805,110,105,2,1,
8806,263,268,3,1,
8807,381,398,3,1,
8808,53,29,1,2,0.00153066671919
8809,44,182,3,2,
8810,91,357,3,1,
8811,224,415,2,1,
8812,391,363,2,2,
8813,263,461,3,2,
8814,418,169,3,1,
8815,257,67,2,1,
8816,135,147,3,1,
8817,75,483,1,2,
8818,281,498,1,1,
8819,214,142,1,2,0.129889667034
8820,62,179,1,1,
8821,233,94,1,2,
8822,68,150,2,2,
8823,101,113,1,2,
8824,51,402,1,1,
8825,40,244,3,1,
8826,224,449,1,1,
8827,102,481,2,1,
8828,83,53,1,1,
8829,161,346,3,2,
8830,347,388,2,1,
8831,84,148,1,1,
8832,196,457,1,1,1.34372603893
8833,180,368,2,2,
8834,221,37,1,1,0.140218004584
8835,363,114,2,2,
8836,108,7,2,2,
8837,410,487,2,2,
8838,70,435,1,1,
8839,148,119,2,2,
8840,280,179,2,1,
8841,29,472,1,2,
8842,343,94,3,1,
8843,251,273,2,2,
8844,296,398,3,1,
8845,301,223,2,1,
8846,394,3,1,1,0.0358376652002
8847,244,316,1,1,
8848,42,170,1,2,
8849,299,183,3,2,
8850,55,31,1,2,0.00168633332942
8851,87,490,3,1,
8852,238,150,1,2,
8853,238,31,1,2,
8854,390,474,3,1,
8855,68,190,3,1,
8856,158,199,2,2,
8857,378,93,2,2,
8858,181,456,3,2,
8859,395,20,2,2,
8860,327,509,2,2,
8861,80,338,1,1,
8862,319,464,3,1,
8863,218,94,3,2,0.239638015628
8864,170,293,1,2,
8865,74,473,3,1,
8866,253,148,2,2,
8867,353,415,2,1,
8868,317,128,1,2,
8869,12,399,3,1,0.0143140004948
8870,156,115,1,1,
8871,115,350,2,1,
8872,380,248,3,1,
8873,294,42,2,2,
8874,207,142,1,1,0.471580356359
8875,171,438,3,2,
8876,422,484,2,2,
8877,236,201,1,2,
8878,197,11,2,1,0.0553836673498
8879,104,286,3,2,
8880,12,399,3,2,0.00284466682933
8881,71,292,2,2,
8882,38,130,3,1,
8883,133,480,3,2,
8884,190,51,3,1,
8885,158,447,1,2,
8886,311,204,1,2,
8887,205,167,1,2,0.157496675849
8888,221,55,2,1,0.349066644907
8889,70,54,1,1,
8890,362,502,2,2,
8891,442,443,2,2,
8892,136,331,1,2,
8893,292,354,3,1,
8894,298,156,2,2,
8895,11,502,1,1,0.00475966697559
8896,320,419,3,1,
8897,57,446,2,1,
8898,204,258,1,2,0.211808666587
8899,215,346,2,2,0.514707028866
8900,216,57,2,2,0.0898756682873
8901,195,449,1,1,1.31782674789
8902,53,249,2,2,
8903,416,456,3,2,
8904,361,324,3,2,
8905,218,375,1,1,1.35758435726
8906,143,271,3,2,
8907,233,150,3,1,
8908,66,206,2,1,
8909,283,47,1,2,
8910,80,388,1,1,
8911,247,381,1,1,
8912,284,93,2,1,
8913,122,49,1,2,
8914,260,358,3,2,
8915,374,363,2,2,
8916,107,321,1,1,
8917,326,441,3,2,
8918,198,107,3,2,0.240019664168
8919,339,198,3,1,
8920,168,144,1,2,
8921,341,503,2,2,
8922,350,83,1,1,
8923,21,58,2,2,0.000821999972686
8924,376,233,2,2,
8925,171,346,1,2,
8926,243,412,3,1,
8927,430,261,1,2,
8928,317,400,1,2,
8929,27,191,3,2,
8930,390,320,2,1,
8931,123,409,3,1,
8932,413,196,2,1,
8933,104,191,2,1,
8934,153,253,2,2,
8935,438,377,2,1,
8936,248,104,2,2,
8937,6,495,1,2,0.000397333322326
8938,391,507,1,2,
8939,87,39,3,2,
8940,169,311,3,2,
8941,25,83,1,2,0.00103300006595
8942,181,261,3,2,
8943,271,450,1,1,
8944,332,195,2,1,
8945,314,105,2,2,
8946,63,87,2,1,
8947,209,237,3,1,2.18937826157
8948,262,85,3,1,
8949,97,134,1,1,
8950,134,163,1,2,
8951,84,419,1,2,
8952,192,161,1,2,
8953,336,280,1,1,
8954,32,210,2,2,
8955,136,217,3,2,
8956,256,145,3,2,
8957,125,433,3,1,
8958,268,361,1,2,
8959,202,298,1,1,0.94633769989
8960,192,424,3,2,
8961,284,61,3,1,
8962,221,219,3,1,2.27251338959
8963,294,302,3,2,
8964,416,150,1,1,
8965,18,204,1,2,
8966,175,263,2,2,
8967,126,220,2,1,
8968,249,338,2,2,
8969,101,496,2,1,
8970,35,153,1,1,
8971,366,54,3,1,
8972,136,233,2,1,
8973,142,453,2,1,
8974,386,360,3,1,
8975,167,201,3,2,
8976,115,328,3,1,
8977,235,491,2,2,
8978,92,117,3,2,
8979,168,110,1,2,
8980,379,399,2,2,
8981,156,137,3,2,
8982,289,139,2,1,
8983,75,352,3,2,
8984,315,394,3,1,
8985,1,255,3,2,8.20000059321e-05
8986,426,335,1,2,
8987,395,326,1,2,
8988,53,192,1,2,
8989,60,334,2,2,
8990,17,23,1,1,0.000464333337732
8991,303,127,2,1,
8992,317,295,1,2,
8993,50,357,3,1,
8994,112,320,2,1,
8995,307,490,2,2,
8996,268,300,2,1,
8997,317,490,3,1,
8998,77,353,2,1,
8999,111,425,1,1,
9000,95,26,2,1,
9001,63,5,1,2,0.000344999978552
9002,446,233,2,2,
9003,428,433,3,2,
9004,400,298,2,2,
9005,367,387,2,1,
9006,65,125,3,1,
9007,204,190,1,2,0.160187661648
9008,335,368,3,1,
9009,169,362,1,2,
9010,61,414,2,2,
9011,426,87,3,1,
9012,223,22,3,2,
9013,365,454,2,2,
9014,202,160,3,1,1.40564107895
9015,123,16,1,2,
9016,363,227,2,1,
9017,267,415,2,1,
9018,237,348,1,2,
9019,110,226,1,1,
9020,93,86,1,2,
9021,77,388,2,1,
9022,294,8,3,1,
9023,55,173,1,1,
9024,28,227,3,1,
9025,156,19,3,2,
9026,434,128,1,1,
9027,302,307,2,1,
9028,125,452,2,2,
9029,217,49,2,2,0.0740336701274
9030,293,15,3,2,
9031,46,197,2,1,
9032,137,432,3,2,
9033,208,507,2,1,2.81791329384
9034,101,111,1,1,
9035,62,68,3,1,
9036,420,364,2,1,
9037,316,280,1,2,
9038,373,347,2,1,
9039,431,423,3,2,
9040,215,89,3,1,0.871026337147
9041,201,145,2,2,0.209655329585
9042,243,361,2,1,
9043,322,458,2,1,
9044,7,98,3,1,0.000992999994196
9045,48,182,3,1,
9046,425,249,3,1,
9047,117,406,1,2,
9048,337,301,2,2,
9049,331,105,2,2,
9050,279,111,1,2,
9051,76,228,2,2,
9052,357,234,3,2,
9053,386,6,3,2,0.0483600012958
9054,213,168,2,1,0.952692329884
9055,233,30,2,2,
9056,395,285,3,2,
9057,313,258,3,2,
9058,308,99,3,2,
9059,101,25,2,2,
9060,131,7,1,1,
9061,290,13,3,2,
9062,151,385,3,1,
9063,90,46,3,2,
9064,432,289,3,2,
9065,146,431,1,1,
9066,54,426,1,1,
9067,328,204,3,2,
9068,255,185,1,1,
9069,20,118,1,1,0.0036056668032
9070,138,263,1,2,
9071,144,434,3,2,
9072,110,24,1,1,
9073,416,312,1,2,
9074,58,441,3,2,
9075,194,327,2,1,1.58133208752
9076,248,461,1,1,
9077,84,275,1,2,
9078,17,403,1,1,
9079,322,165,2,1,
9080,273,389,2,1,
9081,141,340,2,2,
9082,303,386,3,2,
9083,256,24,3,1,
9084,234,55,2,2,
9085,239,23,2,2,
9086,342,202,2,2,
9087,256,347,2,1,
9088,448,396,2,2,
9089,241,181,2,1,
9090,257,100,1,2,
9091,40,53,3,1,0.0179033335298
9092,137,260,3,1,
9093,415,309,1,1,
9094,267,49,2,1,
9095,290,171,1,2,
9096,46,411,2,2,
9097,149,171,1,1,
9098,82,14,1,2,
9099,442,89,2,2,
9100,91,315,3,1,
9101,263,301,2,1,
9102,259,303,1,2,
9103,231,108,3,1,
9104,129,415,2,2,
9105,39,449,1,1,
9106,443,106,2,1,
9107,176,487,3,1,
9108,382,509,3,2,
9109,51,366,1,2,
9110,335,160,3,2,
9111,288,303,3,2,
9112,140,15,3,1,
9113,10,257,3,2,0.00126399996225
9114,221,265,3,1,2.74967074394
9115,51,35,3,2,0.00464266678318
9116,228,85,2,2,
9117,392,332,3,1,
9118,263,420,1,1,
9119,394,130,3,1,
9120,173,444,3,1,
9121,216,253,3,1,2.50737261772
9122,415,461,1,2,
9123,219,351,2,2,0.55680835247
9124,368,465,3,1,
9125,413,172,2,2,
9126,445,506,2,1,
9127,367,160,2,1,
9128,290,307,2,2,
9129,308,237,1,1,
9130,352,296,1,1,
9131,48,390,1,2,
9132,48,257,1,2,
9133,123,283,1,2,
9134,303,382,2,2,
9135,285,131,3,2,
9136,50,435,3,1,
9137,268,448,3,1,
9138,162,484,2,2,
9139,80,428,3,1,
9140,256,181,3,2,
9141,337,375,2,1,
9142,6,63,2,2,8.9333334472e-05
9143,440,238,2,2,
9144,47,382,3,2,
9145,251,492,3,1,
9146,310,78,3,2,
9147,184,171,2,2,
9148,80,474,2,2,
9149,397,226,3,1,
9150,177,445,2,2,
9151,158,30,2,2,
9152,171,259,1,1,
9153,382,441,1,1,
9154,374,442,2,2,
9155,231,253,2,1,
9156,378,332,2,1,
9157,120,64,1,2,
9158,238,25,1,2,
9159,44,350,3,2,
9160,403,465,3,1,
9161,304,35,2,2,
9162,254,260,1,1,
9163,265,217,1,1,
9164,208,256,1,1,0.853291988373
9165,313,467,2,1,
9166,193,111,3,1,0.867552280426
9167,227,329,2,1,
9168,182,349,1,2,
9169,76,495,1,1,
9170,9,381,2,2,0.00120933330618
9171,17,182,3,2,0.0030430003535
9172,134,190,3,1,
9173,433,272,2,1,
9174,308,299,3,1,
9175,326,6,3,1,0.132803663611
9176,1,82,2,1,3.80000019504e-05
9177,158,304,3,2,
9178,317,134,1,2,
9179,124,87,3,2,
9180,86,465,2,2,
9181,433,129,3,1,
9182,182,187,3,2,
9183,403,98,1,1,
9184,40,104,3,2,
9185,398,355,1,1,
9186,254,453,2,2,
9187,299,98,3,2,
9188,232,47,1,2,
9189,423,155,3,1,
9190,356,493,1,2,
9191,414,454,2,2,
9192,179,424,2,2,
9193,15,273,3,2,
9194,82,296,3,2,
9195,39,415,3,1,
9196,278,387,2,2,
9197,122,243,2,1,
9198,408,192,1,1,
9199,321,278,2,2,
9200,213,338,1,1,1.20134103298
9201,159,509,3,2,
9202,213,372,2,1,2.17529368401
9203,216,101,2,2,0.153728336096
9204,253,355,2,1,
9205,133,267,1,2,
9206,249,78,3,2,
9207,285,73,3,2,
9208,11,22,1,2,9.56666699494e-05
9209,351,422,1,1,
9210,37,313,3,1,
9211,333,95,2,1,
9212,108,432,2,2,
9213,292,148,2,1,
9214,251,197,1,1,
9215,62,346,1,2,
9216,154,270,3,2,
9217,379,182,3,1,
9218,443,480,1,2,
9219,103,329,1,2,
9220,403,85,2,2,
9221,367,101,3,1,
9222,158,101,2,1,
9223,181,139,1,2,
9224,317,304,3,2,
9225,164,309,2,2,
9226,355,432,2,2,
9227,340,155,2,2,
9228,271,86,2,2,
9229,337,503,1,1,
9230,260,283,3,1,
9231,17,266,2,1,
9232,317,62,3,1,
9233,381,70,3,2,
9234,267,209,2,2,
9235,377,348,2,2,
9236,214,192,2,1,1.1422649622
9237,398,229,3,2,
9238,68,200,2,2,
9239,203,162,2,2,0.217637658119
9240,215,21,3,2,0.052459333092
9241,234,511,2,1,
9242,353,313,3,1,
9243,180,175,1,2,
9244,112,113,3,1,
9245,179,270,2,2,
9246,155,503,3,1,
9247,29,417,3,1,
9248,194,391,2,1,1.89010727406
9249,416,448,2,1,
9250,448,409,2,1,
9251,248,360,1,1,
9252,365,457,1,1,
9253,122,444,2,1,
9254,80,180,3,1,
9255,23,487,2,2,
9256,241,459,2,2,
9257,140,253,3,1,
9258,159,503,2,2,
9259,327,347,3,2,
9260,17,44,1,2,0.000267333351076
9261,297,306,3,1,
9262,10,351,2,2,0.00112499995157
9263,110,467,3,1,
9264,238,11,3,2,
9265,94,245,3,1,
9266,173,299,2,1,
9267,221,184,1,1,0.716397702694
9268,117,112,1,1,
9269,435,433,3,2,
9270,205,115,3,1,1.01824140549
9271,260,300,2,2,
9272,190,420,3,1,
9273,326,275,2,1,
9274,79,248,2,1,
9275,277,145,1,1,
9276,135,374,3,1,
9277,162,232,2,2,
9278,363,485,2,1,
9279,409,305,3,1,
9280,9,220,3,1,0.0034596666228
9281,183,414,1,2,
9282,41,226,3,2,
9283,126,7,3,2,
9284,11,164,2,1,0.00254166661762
9285,244,71,3,2,
9286,259,206,2,2,
9287,340,312,1,1,
9288,10,433,1,2,0.000757000001613
9289,240,331,1,1,
9290,244,97,2,2,
9291,101,197,1,1,
9292,300,275,3,2,
9293,334,415,3,2,
9294,347,197,3,1,
9295,4,226,3,1,0.000762000039686
9296,222,121,2,2,0.209519997239
9297,218,499,1,1,1.8415106535
9298,285,411,3,1,
9299,334,69,1,2,
9300,424,125,3,2,
9301,332,273,3,2,
9302,401,329,2,2,
9303,109,68,1,2,
9304,170,175,3,1,
9305,230,323,3,2,
9306,432,185,1,2,
9307,243,216,2,1,
9308,71,70,1,1,
9309,349,395,2,2,
9310,313,152,1,1,
9311,115,509,3,2,
9312,152,361,1,1,
9313,228,281,3,2,
9314,78,346,3,2,
9315,446,5,2,2,0.033261667937
9316,376,241,2,1,
9317,90,45,3,1,
9318,214,187,1,2,0.176182672381
9319,106,365,2,2,
9320,107,227,1,2,
9321,405,354,1,1,
9322,19,488,1,1,
9323,396,463,1,1,
9324,431,76,2,2,
9325,129,418,3,1,
9326,5,386,3,1,0.00199066661298
9327,283,310,3,2,
9328,341,166,1,1,
9329,440,100,3,2,
9330,157,459,1,2,
9331,431,168,1,1,
9332,387,215,2,2,
9333,82,229,2,1,
9334,175,10,3,2,
9335,65,122,3,2,
9336,446,12,2,1,
9337,49,423,1,2,
9338,392,82,1,1,
9339,158,275,2,1,
9340,8,180,3,1,0.0023743333295
9341,28,260,3,2,
9342,435,384,3,2,
9343,215,60,3,2,0.148844659328
9344,107,422,2,2,
9345,333,322,1,1,
9346,373,467,1,2,
9347,202,369,1,1,1.17908334732
9348,244,78,2,2,
9349,128,379,1,2,
9350,88,468,2,2,
9351,84,145,2,1,
9352,425,91,1,1,
9353,136,30,3,2,
9354,400,299,3,1,
9355,16,25,1,2,0.000120999997307
9356,52,308,1,2,
9357,116,505,3,2,
9358,388,326,3,1,
9359,132,27,1,2,
9360,299,266,1,1,
9361,361,57,2,2,
9362,70,452,1,2,
9363,134,228,2,2,
9364,113,306,1,1,
9365,286,301,3,1,
9366,47,65,2,1,
9367,368,343,2,1,
9368,358,395,3,1,
9369,436,318,3,2,
9370,431,309,1,2,
9371,283,409,3,2,
9372,51,379,2,1,
9373,53,454,3,2,
9374,202,158,3,1,1.3829344511
9375,410,400,2,1,
9376,170,506,1,1,
9377,332,333,3,2,
9378,299,39,3,1,
9379,353,140,3,1,
9380,203,64,1,2,0.0528439991176
9381,430,218,1,1,
9382,14,100,1,2,0.000410333363106
9383,57,427,3,2,
9384,116,314,3,1,
9385,208,475,3,2,1.09644067287
9386,83,237,3,2,
9387,235,105,3,1,
9388,36,6,2,1,0.00101333332714
9389,275,219,2,2,
9390,120,86,1,1,
9391,56,396,1,2,
9392,357,213,3,1,
9393,419,350,2,2,
9394,338,318,2,2,
9395,131,383,3,1,
9396,399,167,3,2,
9397,327,160,2,2,
9398,53,245,3,1,
9399,169,223,2,2,
9400,397,147,2,1,
9401,341,356,2,1,
9402,73,40,3,1,
9403,416,510,3,2,
9404,390,459,1,2,
9405,264,260,1,1,
9406,436,317,1,2,
9407,258,449,2,2,
9408,214,238,2,1,1.39702367783
9409,216,170,2,2,0.257835328579
9410,116,235,2,2,
9411,126,13,3,1,
9412,201,119,2,2,0.164183676243
9413,316,122,2,1,
9414,256,424,3,1,
9415,117,463,1,1,
9416,168,414,3,2,
9417,28,164,1,2,
9418,300,289,2,1,
9419,243,170,2,2,
9420,185,255,3,2,
9421,266,413,1,2,
9422,10,391,2,1,0.00540133332834
9423,330,436,3,2,
9424,169,329,1,1,
9425,88,505,3,2,
9426,265,125,2,2,
9427,178,63,1,1,
9428,102,479,2,2,
9429,432,112,2,2,
9430,29,6,3,1,0.0010056666797
9431,76,253,1,1,
9432,211,382,2,2,0.561569273472
9433,440,164,1,1,
9434,226,211,3,2,
9435,231,411,1,2,
9436,68,270,3,2,
9437,293,469,2,1,
9438,380,164,1,2,
9439,189,23,1,1,
9440,122,147,1,1,
9441,313,455,2,2,
9442,314,473,2,1,
9443,108,358,3,2,
9444,263,371,2,2,
9445,126,387,2,2,
9446,168,279,2,1,
9447,26,429,3,2,
9448,13,469,3,2,0.00478266691789
9449,104,303,2,2,
9450,307,311,1,1,
9451,331,373,2,1,
9452,346,267,1,2,
9453,60,189,1,1,
9454,413,43,2,2,
9455,425,61,1,2,
9456,194,510,1,2,0.386970996857
9457,14,476,3,2,0.00464100018144
9458,22,141,2,2,0.00209766649641
9459,92,52,2,2,
9460,446,362,2,2,
9461,41,107,3,2,
9462,8,192,1,2,0.000232000005781
9463,348,39,2,1,
9464,2,475,1,2,6.86666680849e-05
9465,31,433,1,1,
9466,125,38,2,2,
9467,445,437,2,2,
9468,302,368,1,1,
9469,407,421,2,2,
9470,66,324,3,2,
9471,368,204,2,1,
9472,142,430,3,1,
9473,357,306,2,1,
9474,159,303,2,2,
9475,295,206,2,2,
9476,210,302,2,1,1.71274530888
9477,393,406,3,1,
9478,109,399,3,2,
9479,298,317,2,2,
9480,445,256,1,2,
9481,111,411,3,1,
9482,408,60,3,1,
9483,444,427,3,2,
9484,229,260,1,1,
9485,399,389,3,2,
9486,187,39,3,1,
9487,398,348,3,1,
9488,163,16,1,1,
9489,210,67,3,2,0.15633367002
9490,216,84,3,2,0.199368670583
9491,145,263,3,1,
9492,100,32,3,1,
9493,128,266,3,2,
9494,128,161,2,1,
9495,256,409,1,1,
9496,202,360,3,2,0.820760011673
9497,296,481,3,2,
9498,28,71,1,1,0.00401699962094
9499,336,405,1,1,
9500,233,28,2,2,
9501,138,13,2,1,
9502,208,190,1,2,0.15932533145
9503,275,156,3,2,
9504,386,448,2,1,
9505,64,390,1,2,
9506,369,331,2,1,
9507,343,434,1,1,
9508,206,477,2,2,0.677185356617
9509,438,367,1,2,
9510,21,170,1,2,
9511,380,179,3,2,
9512,156,194,2,2,
9513,41,13,1,1,0.00208400003612
9514,160,289,3,2,
9515,40,456,3,2,
9516,425,155,3,2,
9517,380,131,3,1,
9518,69,301,2,2,
9519,130,245,2,2,
9520,137,280,2,1,
9521,122,473,1,1,
9522,439,260,1,2,
9523,357,106,1,1,
9524,68,54,3,2,
9525,283,386,3,2,
9526,87,21,1,2,
9527,15,15,2,2,0.000131666660309
9528,295,61,1,2,
9529,434,274,3,1,
9530,272,256,1,1,
9531,432,228,1,2,
9532,180,484,3,1,
9533,288,381,3,2,
9534,179,450,2,1,
9535,110,492,1,2,
9536,257,302,2,2,
9537,49,143,3,2,
9538,81,481,2,2,
9539,158,126,1,1,
9540,110,154,3,2,
9541,396,42,3,2,
9542,277,185,1,1,
9543,57,141,3,2,
9544,11,384,3,2,0.00287000020035
9545,153,12,2,1,
9546,164,268,2,2,
9547,77,390,1,2,
9548,116,96,1,2,
9549,67,293,3,1,
9550,400,236,1,1,
9551,340,116,1,2,
9552,341,454,1,2,
9553,121,81,1,2,
9554,323,408,3,1,
9555,110,351,3,1,
9556,333,318,3,1,
9557,46,275,2,2,
9558,125,74,3,1,
9559,250,116,2,1,
9560,304,1,2,2,0.00412766681984
9561,366,497,2,2,
9562,363,81,1,1,
9563,21,124,3,2,0.00312833325006
9564,78,73,2,1,
9565,301,219,1,1,
9566,413,505,2,2,
9567,269,252,1,2,
9568,445,22,1,1,
9569,217,105,1,2,0.113757662475
9570,306,462,2,1,
9571,29,202,2,2,
9572,45,394,1,1,
9573,282,364,1,2,
9574,295,26,3,2,
9575,186,136,3,1,
9576,84,401,2,2,
9577,445,206,3,2,
9578,18,175,1,1,
9579,130,94,2,1,
9580,228,206,3,1,
9581,407,6,3,1,0.226921319962
9582,106,244,3,2,
9583,159,257,2,2,
9584,23,228,1,1,
9585,128,9,2,2,
9586,396,338,1,1,
9587,327,146,3,1,
9588,161,391,2,2,
9589,76,101,1,2,
9590,143,170,1,2,
9591,25,162,1,2,
9592,446,156,3,1,
9593,364,107,1,2,
9594,146,56,3,1,
9595,300,319,1,1,
9596,304,378,1,1,
9597,413,412,2,1,
9598,314,253,2,1,
9599,295,320,2,2,
9600,123,141,2,2,
9601,186,458,1,2,
9602,367,4,1,2,0.0111319990829
9603,108,259,1,2,
9604,89,285,1,2,
9605,238,149,1,1,
9606,210,327,1,2,0.278082340956
9607,240,466,3,2,
9608,271,299,1,1,
9609,250,462,3,2,
9610,380,78,3,2,
9611,92,470,3,2,
9612,320,172,3,1,
9613,36,90,1,2,
9614,32,133,3,2,
9615,204,389,3,2,0.839394032955
9616,150,93,1,1,
9617,57,264,2,1,
9618,190,473,3,1,
9619,253,1,1,1,0.00693299993873
9620,118,348,1,2,
9621,412,480,2,1,
9622,19,316,2,2,
9623,235,227,2,1,
9624,12,282,2,2,0.00126599997748
9625,234,268,1,1,
9626,87,420,3,1,
9627,52,254,2,2,
9628,148,168,1,2,
9629,202,487,1,2,0.411464005709
9630,242,77,1,1,
9631,86,215,1,2,
9632,154,289,2,1,
9633,32,17,1,1,0.00125900004059
9634,198,290,3,1,2.38790369034
9635,200,184,3,2,0.404097318649
9636,399,275,2,2,
9637,374,28,1,2,
9638,268,224,1,2,
9639,410,331,3,1,
9640,353,208,2,2,
9641,336,122,1,1,
9642,387,458,2,2,
9643,226,258,2,2,
9644,138,212,3,2,
9645,349,286,3,2,
9646,202,244,2,1,1.30497837067
9647,348,27,1,1,
9648,415,507,1,1,
9649,318,491,2,1,
9650,148,162,3,2,
9651,148,151,2,1,
9652,290,396,2,1,
9653,415,496,3,1,
9654,23,314,2,2,
9655,214,172,3,2,0.411892652512
9656,211,210,1,1,0.738493978977
9657,225,310,1,2,
9658,140,371,1,2,
9659,439,179,3,2,
9660,257,242,3,2,
9661,360,491,3,1,
9662,284,129,1,1,
9663,26,351,1,2,
9664,403,286,1,1,
9665,323,258,3,1,
9666,23,187,2,1,
9667,360,297,3,2,
9668,272,98,3,1,
9669,315,442,2,1,
9670,236,303,3,2,
9671,164,149,3,1,
9672,431,392,2,2,
9673,208,242,2,1,1.33266103268
9674,164,250,1,2,
9675,66,485,3,1,
9676,220,127,1,2,0.122465997934
9677,330,174,2,1,
9678,49,456,1,2,
9679,427,32,1,1,
9680,242,144,1,2,
9681,401,87,2,2,
9682,390,344,1,2,
9683,396,74,1,2,
9684,50,352,2,1,
9685,97,239,2,1,
9686,96,360,1,1,
9687,19,357,2,2,
9688,403,430,3,2,
9689,437,505,3,2,
9690,228,420,1,2,
9691,148,41,3,2,
9692,359,255,1,1,
9693,319,297,3,2,
9694,334,356,1,2,
9695,221,171,2,1,1.10095357895
9696,394,38,3,2,
9697,48,139,1,2,
9698,53,52,2,1,
9699,109,313,3,2,
9700,286,270,2,1,
9701,107,506,3,2,
9702,290,375,3,1,
9703,198,123,1,2,0.100072331727
9704,232,454,3,1,
9705,185,511,2,2,
9706,392,435,1,2,
9707,275,497,2,1,
9708,166,278,3,1,
9709,99,449,3,1,
9710,47,434,2,2,
9711,390,507,3,2,
9712,140,300,2,1,
9713,258,431,1,2,
9714,232,296,1,2,
9715,187,386,1,1,
9716,118,19,1,2,
9717,399,377,3,2,
9718,56,67,3,2,
9719,423,56,1,2,
9720,139,341,2,1,
9721,339,420,3,1,
9722,32,99,2,1,
9723,272,39,1,2,
9724,333,221,3,2,
9725,12,424,1,2,0.0012009999482
9726,104,323,2,2,
9727,24,378,3,2,
9728,351,484,2,2,
9729,365,150,2,2,
9730,397,446,2,2,
9731,363,458,1,1,
9732,253,180,2,1,
9733,332,67,1,2,
9734,427,395,1,2,
9735,411,454,1,2,
9736,436,13,3,1,
9737,426,97,1,1,
9738,167,111,3,2,
9739,53,56,1,1,
9740,41,282,2,1,
9741,204,444,1,2,0.361485689878
9742,85,172,3,1,
9743,444,170,3,1,
9744,407,455,3,1,
9745,407,14,2,1,
9746,203,2,3,2,0.00436766678467
9747,396,218,3,1,
